Record number	ORF	Batch	Collection	Plate	Row	Col	Comment
35881	YGR228W	Chr00_2	Hom Dip	5	H	12	
35882	YGR229C	Chr00_2	Hom Dip	6	A	1	
35883	YGR230W	Chr00_2	Hom Dip	6	A	2	
35884	YGR231C	Chr00_2	Hom Dip	6	A	3	
35885	YGR232W	Chr00_2	Hom Dip	6	A	4	
35886	YGR233C	Chr00_2	Hom Dip	6	A	5	
35887	YGR234W	Chr00_2	Hom Dip	6	A	7	
35888	YGR235C	Chr00_2	Hom Dip	6	A	8	
35889	YGR236C	Chr00_2	Hom Dip	6	A	9	
35890	YGR237C	Chr00_2	Hom Dip	6	A	10	
35893	YGR240C	Chr00_2	Hom Dip	6	A	11	
35894	YGR241C	Chr00_2	Hom Dip	6	A	12	
35895	YGR242W	Chr00_2	Hom Dip	6	B	1	
35896	YGR243W	Chr00_2	Hom Dip	6	B	2	
35897	YGR244C	Chr00_2	Hom Dip	6	B	3	
35900	YGR247W	Chr00_2	Hom Dip	6	B	4	
35902	YGR249W	Chr00_2	Hom Dip	6	B	5	
35908	YGR256W	Chr00_3	Hom Dip	6	B	6	
35911	YGR259C	Chr00_3	Hom Dip	6	B	7	
35912	YGR260W	Chr00_3	Hom Dip	6	B	8	
35913	YGR261C	Chr00_3	Hom Dip	6	B	9	
35914	YGR262C	Chr00_3	Hom Dip	6	B	10	Uncharacterized content
35915	YGR263C	Chr00_3	Hom Dip	6	B	11	
35918	YGR266W	Chr00_3	Hom Dip	6	B	12	
35920	YGR268C	Chr00_3	Hom Dip	6	C	1	
35921	YGR269W	Chr00_3	Hom Dip	6	C	2	
35922	YGR270W	Chr00_3	Hom Dip	6	C	3	
35927	YGR275W	Chr00_3	Hom Dip	6	C	4	
35931	YGR279C	Chr00_3	Hom Dip	6	C	5	
35933	YGR281W	Chr00_3	Hom Dip	6	C	6	
35934	YGR282C	Chr00_3	Hom Dip	6	C	7	
35935	YGR283C	Chr00_3	Hom Dip	6	C	8	
35936	YGR284C	Chr00_3	Hom Dip	6	C	9	
35937	YGR285C	Chr00_3	Hom Dip	6	C	10	Uncharacterized content
35938	YGR286C	Chr00_3	Hom Dip	6	C	11	
35939	YGR287C	Chr00_3	Hom Dip	6	C	12	
35940	YGR288W	Chr00_3	Hom Dip	6	D	1	
35942	YGR290W	Chr00_3	Hom Dip	6	D	2	
35947	YHR021W-A	Chr00_3	Hom Dip	6	D	3	
35948	YHR039C-B	Chr00_3	Hom Dip	6	D	4	
35949	YHR079C-B	Chr00_3	Hom Dip	6	D	5	
35950	YIL009C-A	Chr00_3	Hom Dip	6	D	6	
35951	YIR017C	Chr00_3	Hom Dip	6	D	7	
35952	YIR018W	Chr00_3	Hom Dip	6	D	8	
35953	YIR019C	Chr00_3	Hom Dip	6	D	9	
35954	YIR020C	Chr00_3	Hom Dip	6	D	10	
35955	YIR020W-B	Chr00_3	Hom Dip	6	D	11	
35956	YIR021W	Chr00_3	Hom Dip	6	D	12	Uncharacterized content
35959	YIR024C	Chr00_3	Hom Dip	6	E	1	
35960	YIR025W	Chr00_3	Hom Dip	6	E	2	
35961	YIR026C	Chr00_3	Hom Dip	6	E	3	Uncharacterized content
35962	YIR027C	Chr00_3	Hom Dip	6	E	4	
35963	YIR028W	Chr00_3	Hom Dip	6	E	5	
35964	YIR029W	Chr00_3	Hom Dip	6	E	6	
35966	YIR031C	Chr00_3	Hom Dip	6	E	7	
35968	YIR033W	Chr00_3	Hom Dip	6	E	8	
35969	YIR034C	Chr00_3	Hom Dip	6	E	9	
35970	YIR035C	Chr00_3	Hom Dip	6	E	10	
35971	YIR036C	Chr00_3	Hom Dip	6	E	11	
35972	YIR037W	Chr00_3	Hom Dip	6	E	12	
35973	YIR038C	Chr00_3	Hom Dip	6	F	1	
35974	YIR039C	Chr00_3	Hom Dip	6	F	2	
35975	YIR042C	Chr00_3	Hom Dip	6	F	3	
35978	YKL033W-A	Chr00_3	Hom Dip	6	F	4	
35980	YKL162C-A	Chr00_3	Hom Dip	6	F	5	
35981	YKR035W-A	Chr00_3	Hom Dip	6	F	6	
35982	YKR066C	Chr00_3	Hom Dip	6	F	7	
35983	YKR067W	Chr00_3	Hom Dip	6	F	8	
35985	YKR069W	Chr00_3	Hom Dip	6	F	9	
35986	YKR070W	Chr00_3	Hom Dip	6	F	10	
35988	YKR072C	Chr00_3	Hom Dip	6	F	11	
35989	YKR073C	Chr00_3	Hom Dip	6	F	12	
35990	YKR074W	Chr00_3	Hom Dip	6	G	1	
35991	YKR075C	Chr00_3	Hom Dip	6	G	2	
35992	YKR076W	Chr00_3	Hom Dip	6	G	3	
35993	YKR077W	Chr00_3	Hom Dip	6	G	4	
35994	YKR078W	Chr00_3	Hom Dip	6	G	5	
35996	YKR080W	Chr00_3	Hom Dip	6	G	6	
35998	YKR082W	Chr00_3	Hom Dip	6	G	7	
36000	YKR084C	Chr00_3	Hom Dip	6	G	8	
36195	YMR062C	chr00_6	Hom Dip	6	G	9	
36196	YMR063W	chr00_6	Hom Dip	6	G	10	
36197	YMR064W	chr00_6	Hom Dip	6	G	11	Uncharacterized content
36198	YMR065W	chr00_6	Hom Dip	6	G	12	
36199	YMR066W	chr00_6	Hom Dip	6	H	1	
36200	YMR067C	chr00_6	Hom Dip	6	H	2	
36201	YMR068W	chr00_6	Hom Dip	6	H	3	
36202	YMR069W	chr00_6	Hom Dip	6	H	4	
36203	YMR070W	chr00_6	Hom Dip	6	H	5	
36204	YMR071C	chr00_6	Hom Dip	6	H	6	
36205	YMR072W	chr00_6	Hom Dip	6	H	7	Uncharacterized content
36206	YMR073C	chr00_6	Hom Dip	6	H	8	
36208	YMR075C-A	chr00_6	Hom Dip	6	H	9	
36209	YMR075W	chr00_6	Hom Dip	6	H	10	
36211	YMR077C	chr00_6	Hom Dip	6	H	11	
36212	YMR078C	chr00_6	Hom Dip	6	H	12	
36214	YMR080C	chr00_6	Hom Dip	7	A	1	
36215	YMR081C	chr00_6	Hom Dip	7	A	2	
36216	YMR082C	chr00_6	Hom Dip	7	A	3	
36217	YMR083W	chr00_6	Hom Dip	7	A	4	
36218	YMR084W	chr00_6	Hom Dip	7	A	5	
36219	YMR085W	chr00_6	Hom Dip	7	A	6	
36220	YMR086C-A	chr00_6	Hom Dip	7	A	8	
36221	YMR086W	chr00_6	Hom Dip	7	A	9	
36222	YMR087W	chr00_6	Hom Dip	7	A	10	
36223	YMR088C	chr00_6	Hom Dip	7	A	11	
36224	YMR089C	chr00_6	Hom Dip	7	A	12	Uncharacterized content
36225	YMR090W	chr00_6	Hom Dip	7	B	1	
36226	YMR091C	chr00_6	Hom Dip	7	B	2	
36227	YMR092C	chr00_6	Hom Dip	7	B	3	
36229	YNR070W	chr00_6	Hom Dip	7	B	4	
36230	YNR071C	chr00_6	Hom Dip	7	B	5	
36231	YNR072W	chr00_6	Hom Dip	7	B	6	
36232	YNR073C	chr00_6	Hom Dip	7	B	7	
36233	YNR074C	chr00_6	Hom Dip	7	B	8	
36234	YNR075W	chr00_6	Hom Dip	7	B	9	
36235	YOL013W-A	chr00_6	Hom Dip	7	B	10	
36236	YOL086C	chr00_6	Hom Dip	7	B	11	Uncharacterized content
36237	YOL087C	chr00_6	Hom Dip	7	B	12	
36238	YOL088C	chr00_6	Hom Dip	7	C	1	
36239	YOL089C	chr00_6	Hom Dip	7	C	2	
36240	YOL090W	chr00_6	Hom Dip	7	C	3	
36241	YOL091W	chr00_6	Hom Dip	7	C	4	
36242	YOL092W	chr00_6	Hom Dip	7	C	5	
36243	YOL093W	chr00_6	Hom Dip	7	C	6	
36245	YOL095C	chr00_6	Hom Dip	7	C	7	Uncharacterized content
36246	YOL096C	chr00_6	Hom Dip	7	C	8	
36248	YOL098C	chr00_6	Hom Dip	7	C	9	
36249	YOL099C	chr00_6	Hom Dip	7	C	10	
36250	YOL100W	chr00_6	Hom Dip	7	C	11	
36251	YOL101C	chr00_6	Hom Dip	7	C	12	
36253	YOL103W	chr00_6	Hom Dip	7	D	1	
36254	YOL104C	chr00_6	Hom Dip	7	D	2	
36255	YOL105C	chr00_6	Hom Dip	7	D	3	
36256	YOL106W	chr00_6	Hom Dip	7	D	4	
36257	YOL107W	chr00_6	Hom Dip	7	D	5	
36258	YOL108C	chr00_6	Hom Dip	7	D	6	
36259	YOL109W	chr00_6	Hom Dip	7	D	7	
36260	YOL110W	chr00_6	Hom Dip	7	D	8	
36261	YOL111C	chr00_6	Hom Dip	7	D	9	
36262	YOL112W	chr00_6	Hom Dip	7	D	10	
36263	YOL113W	chr00_6	Hom Dip	7	D	11	
36264	YOL114C	chr00_6	Hom Dip	7	D	12	
36265	YOL115W	chr00_6	Hom Dip	7	E	1	
36266	YOL116W	chr00_6	Hom Dip	7	E	2	
36267	YOL117W	chr00_6	Hom Dip	7	E	3	
36268	YOL118C	chr00_6	Hom Dip	7	E	4	
36269	YOL119C	chr00_6	Hom Dip	7	E	5	
36271	YOL121C	chr00_6	Hom Dip	7	E	6	
36272	YOL122C	chr00_6	Hom Dip	7	E	7	
36274	YOL124C	chr00_6	Hom Dip	7	E	8	
36276	YOL126C	chr00_6	Hom Dip	7	E	9	
36278	YOL128C	chr00_6	Hom Dip	7	E	10	
36279	YOL129W	chr00_6	Hom Dip	7	E	11	
36281	YOL131W	chr00_6	Hom Dip	7	E	12	
36282	YOL132W	chr00_6	Hom Dip	7	F	1	
36286	YOL136C	chr00_6	Hom Dip	7	F	2	
36287	YOL137W	chr00_6	Hom Dip	7	F	3	
36288	YOL138C	chr00_6	Hom Dip	7	F	4	
36385	YBR232C	chr00_8	Hom Dip	7	F	5	
36387	YDR424C	chr00_8	Hom Dip	7	F	6	
36388	YEL011W	chr00_8	Hom Dip	7	F	7	
36390	YER064C	chr00_8	Hom Dip	7	F	8	
36391	YER077C	chr00_8	Hom Dip	7	F	9	Uncharacterized content
36392	YER078C	chr00_8	Hom Dip	7	F	10	
36393	YER088C	chr00_8	Hom Dip	7	F	11	
36395	YER090W	chr00_8	Hom Dip	7	F	12	
36396	YER091C	chr00_8	Hom Dip	7	G	1	
36397	YER092W	chr00_8	Hom Dip	7	G	2	
36399	YER093C-A	chr00_8	Hom Dip	7	G	3	
36401	YER095W	chr00_8	Hom Dip	7	G	4	
36402	YER096W	chr00_8	Hom Dip	7	G	5	
36403	YER097W	chr00_8	Hom Dip	7	G	6	
36404	YER098W	chr00_8	Hom Dip	7	G	7	
36405	YGR134W	chr00_8	Hom Dip	7	G	8	
36407	YGR210C	chr00_8	Hom Dip	7	G	9	
36408	YHL024W	chr00_8	Hom Dip	7	G	10	
36409	YHL025W	chr00_8	Hom Dip	7	G	11	
36410	YHR016C	chr00_8	Hom Dip	7	G	12	
36411	YHR017W	chr00_8	Hom Dip	7	H	1	
36412	YHR032W	chr00_8	Hom Dip	7	H	2	
36413	YHR045W	chr00_8	Hom Dip	7	H	3	
36414	YHR064C	chr00_8	Hom Dip	7	H	4	
36415	YHR140W	chr00_8	Hom Dip	7	H	5	
36416	YHR162W	chr00_8	Hom Dip	7	H	6	
36417	YHR168W	chr00_8	Hom Dip	7	H	7	Uncharacterized content
36420	YHR181W	chr00_8	Hom Dip	7	H	8	
36421	YHR191C	chr00_8	Hom Dip	7	H	9	
36422	YHR193C	chr00_8	Hom Dip	7	H	10	
36423	YLL030C	chr00_8	Hom Dip	7	H	11	
36424	YLL044W	chr00_8	Hom Dip	7	H	12	
36425	YLL048C	chr00_8	Hom Dip	8	A	1	
36426	YLL049W	chr00_8	Hom Dip	8	A	2	
36427	YLL059C	chr00_8	Hom Dip	8	A	3	
36428	YLR030W	chr00_8	Hom Dip	8	A	4	
36429	YLR031W	chr00_8	Hom Dip	8	A	5	
36430	YLR032W	chr00_8	Hom Dip	8	A	6	
36432	YLR034C	chr00_8	Hom Dip	8	A	7	
36433	YLR035C	chr00_8	Hom Dip	8	A	9	
36434	YLR036C	chr00_8	Hom Dip	8	A	10	
36435	YLR037C	chr00_8	Hom Dip	8	A	11	
36436	YLR038C	chr00_8	Hom Dip	8	A	12	
36437	YLR039C	chr00_8	Hom Dip	8	B	1	
36438	YLR040C	chr00_8	Hom Dip	8	B	2	
36439	YLR041W	chr00_8	Hom Dip	8	B	3	
36440	YLR050C	chr00_8	Hom Dip	8	B	4	
36441	YLR052W	chr00_8	Hom Dip	8	B	5	
36443	YMR142C	chr00_8	Hom Dip	8	B	6	Uncharacterized content
36444	YMR158W	chr00_8	Hom Dip	8	B	7	
36445	YMR171C	chr00_8	Hom Dip	8	B	8	
36446	YMR181C	chr00_8	Hom Dip	8	B	9	
36447	YMR209C	chr00_8	Hom Dip	8	B	10	
36448	YMR271C	chr00_8	Hom Dip	8	B	11	
36449	YMR279C	chr00_8	Hom Dip	8	B	12	
36450	YMR306W	chr00_8	Hom Dip	8	C	1	
36451	YMR311C	chr00_8	Hom Dip	8	C	2	
36452	YMR312W	chr00_8	Hom Dip	8	C	3	
36453	YMR313C	chr00_8	Hom Dip	8	C	4	
36455	YMR315W	chr00_8	Hom Dip	8	C	5	
36456	YMR316C-A	chr00_8	Hom Dip	8	C	6	
36457	YMR316C-B	chr00_8	Hom Dip	8	C	7	
36458	YMR316W	chr00_8	Hom Dip	8	C	8	
36459	YMR317W	chr00_8	Hom Dip	8	C	9	
36460	YMR318C	chr00_8	Hom Dip	8	C	10	
36461	YMR319C	chr00_8	Hom Dip	8	C	11	
36462	YMR320W	chr00_8	Hom Dip	8	C	12	
36464	YNL250W	chr00_8	Hom Dip	8	D	1	
36465	YNL252C	chr00_8	Hom Dip	8	D	2	Uncharacterized content
36468	YNL279W	chr00_8	Hom Dip	8	D	3	
36470	YNL300W	chr00_8	Hom Dip	8	D	4	
36472	YNL316C	chr00_8	Hom Dip	8	D	5	
36473	YOL016C	chr00_8	Hom Dip	8	D	6	
36475	YOR096W	chr00_8	Hom Dip	8	D	7	
36476	YOR306C	chr00_8	Hom Dip	8	D	8	
36477	YOR317W	chr00_8	Hom Dip	8	D	9	
36479	YPL132W	chr00_8	Hom Dip	8	D	10	Uncharacterized content
36480	YPL134C	chr00_8	Hom Dip	8	D	11	
36483	YML070W	chr00_9	Hom Dip	8	D	12	
36484	YML071C	chr00_9	Hom Dip	8	E	1	
36486	YML074C	chr00_9	Hom Dip	8	E	2	
36487	YML090W	chr00_9	Hom Dip	8	E	3	Uncharacterized content
36491	YML094W	chr00_9	Hom Dip	8	E	4	Uncharacterized content
36492	YML095C	chr00_9	Hom Dip	8	E	5	
36493	YML095C-A	chr00_9	Hom Dip	8	E	6	
36494	YML096W	chr00_9	Hom Dip	8	E	7	
36495	YML097C	chr00_9	Hom Dip	8	E	8	
36497	YML099C	chr00_9	Hom Dip	8	E	9	
36498	YML100W	chr00_9	Hom Dip	8	E	10	
36499	YML100W-A	chr00_9	Hom Dip	8	E	11	
36500	YML101C	chr00_9	Hom Dip	8	E	12	
36501	YML102C-A	chr00_9	Hom Dip	8	F	1	
36502	YML102W	chr00_9	Hom Dip	8	F	2	
36503	YML103C	chr00_9	Hom Dip	8	F	3	
36504	YML104C	chr00_9	Hom Dip	8	F	4	
36506	YML106W	chr00_9	Hom Dip	8	F	5	
36507	YML107C	chr00_9	Hom Dip	8	F	6	
36508	YML108W	chr00_9	Hom Dip	8	F	7	
36509	YML109W	chr00_9	Hom Dip	8	F	8	
36510	YML110C	chr00_9	Hom Dip	8	F	9	Uncharacterized content
36511	YML111W	chr00_9	Hom Dip	8	F	10	
36512	YML112W	chr00_9	Hom Dip	8	F	11	Uncharacterized content
36513	YML113W	chr00_9	Hom Dip	8	F	12	
36516	YML116W	chr00_9	Hom Dip	8	G	1	
36517	YML117W	chr00_9	Hom Dip	8	G	2	
36518	YML117W-A	chr00_9	Hom Dip	8	G	3	
36519	YML118W	chr00_9	Hom Dip	8	G	4	
36520	YML119W	chr00_9	Hom Dip	8	G	5	
36521	YML120C	chr00_9	Hom Dip	8	G	6	
36522	YML121W	chr00_9	Hom Dip	8	G	7	
36523	YML122C	chr00_9	Hom Dip	8	G	8	
36524	YML123C	chr00_9	Hom Dip	8	G	9	
36525	YML124C	chr00_9	Hom Dip	8	G	10	
36529	YML128C	chr00_9	Hom Dip	8	G	11	
36530	YML129C	chr00_9	Hom Dip	8	G	12	Uncharacterized content
36532	YML131W	chr00_9	Hom Dip	8	H	1	
36533	YMR004W	chr00_9	Hom Dip	8	H	2	
36535	YMR095C	chr00_9	Hom Dip	8	H	3	
36536	YMR096W	chr00_9	Hom Dip	8	H	4	
36537	YMR097C	chr00_9	Hom Dip	8	H	5	Uncharacterized content
36538	YMR098C	chr00_9	Hom Dip	8	H	6	Uncharacterized content
36539	YMR099C	chr00_9	Hom Dip	8	H	7	
36540	YMR100W	chr00_9	Hom Dip	8	H	8	
36541	YMR101C	chr00_9	Hom Dip	8	H	9	
36542	YMR102C	chr00_9	Hom Dip	8	H	10	
36543	YMR103C	chr00_9	Hom Dip	8	H	11	
36545	YMR105C	chr00_9	Hom Dip	8	H	12	
36546	YMR106C	chr00_9	Hom Dip	9	A	1	
36547	YMR107W	chr00_9	Hom Dip	9	A	2	
36549	YMR109W	chr00_9	Hom Dip	9	A	3	
36550	YMR110C	chr00_9	Hom Dip	9	A	4	
36551	YMR111C	chr00_9	Hom Dip	9	A	5	
36554	YMR114C	chr00_9	Hom Dip	9	A	6	
36555	YMR115W	chr00_9	Hom Dip	9	A	7	
36556	YMR116C	chr00_9	Hom Dip	9	A	8	
36560	YMR119W-A	chr00_9	Hom Dip	9	A	10	
36561	YMR120C	chr00_9	Hom Dip	9	A	11	
36562	YMR121C	chr00_9	Hom Dip	9	A	12	
36563	YMR122C	chr00_9	Hom Dip	9	B	1	
36564	YMR123W	chr00_9	Hom Dip	9	B	2	
36565	YMR124W	chr00_9	Hom Dip	9	B	3	
36566	YMR125W	chr00_9	Hom Dip	9	B	4	
36567	YMR126C	chr00_9	Hom Dip	9	B	5	
36568	YMR127C	chr00_9	Hom Dip	9	B	6	
36570	YMR129W	chr00_9	Hom Dip	9	B	7	
36571	YMR130W	chr00_9	Hom Dip	9	B	8	
36573	YMR132C	chr00_9	Hom Dip	9	B	9	
36574	YMR133W	chr00_9	Hom Dip	9	B	10	
36576	YMR135C	chr00_9	Hom Dip	9	B	11	
30338	YAL068C	chr1_1	Hom Dip	9	B	12	
30339	YAL067C	chr1_1	Hom Dip	9	C	1	
30340	YAL066W	chr1_1	Hom Dip	9	C	2	
30341	YAL065C	chr1_1	Hom Dip	9	C	3	
30345	YAL062W	chr1_1	Hom Dip	9	C	4	
30346	YAL061W	chr1_1	Hom Dip	9	C	5	
30347	YAL060W	chr1_1	Hom Dip	9	C	6	
30348	YAL059W	chr1_1	Hom Dip	9	C	7	
30349	YAL058W	chr1_1	Hom Dip	9	C	8	
30351	YAL056W	chr1_1	Hom Dip	9	C	9	
30352	YAL055W	chr1_1	Hom Dip	9	C	10	
30354	YAL053W	chr1_1	Hom Dip	9	C	11	
30355	YAL051W	chr1_1	Hom Dip	9	C	12	
30356	YAL049C	chr1_1	Hom Dip	9	D	1	
30357	YAL048C	chr1_1	Hom Dip	9	D	2	
30359	YAL046C	chr1_1	Hom Dip	9	D	3	
30360	YAL045C	chr1_1	Hom Dip	9	D	4	
30361	YAL044C	chr1_1	Hom Dip	9	D	5	Uncharacterized content
30363	YAL042W	chr1_1	Hom Dip	9	D	6	
30364	YAL043C-a	chr1_1	Hom Dip	9	D	7	
30366	YAL040C	chr1_1	Hom Dip	9	D	8	
30367	YAL039C	chr1_1	Hom Dip	9	D	9	Uncharacterized content
30369	YAL037W	chr1_1	Hom Dip	9	D	10	
30370	YAL036C	chr1_1	Hom Dip	9	D	11	
30371	YAL035W	chr1_1	Hom Dip	9	D	12	Uncharacterized content
30374	YAL034C	chr1_1	Hom Dip	9	E	1	
30377	YAL031C	chr1_1	Hom Dip	9	E	2	
30378	YAL030W	chr1_1	Hom Dip	9	E	3	
30379	YAL029C	chr1_1	Hom Dip	9	E	4	
30380	YAL028W	chr1_1	Hom Dip	9	E	5	
30381	YAL027W	chr1_1	Hom Dip	9	E	6	
30382	YAL026C	chr1_1	Hom Dip	9	E	7	
30385	YAL023C	chr1_1	Hom Dip	9	E	8	
30386	YAL022C	chr1_1	Hom Dip	9	E	9	
30387	YAL021C	chr1_1	Hom Dip	9	E	10	
30388	YAL020C	chr1_1	Hom Dip	9	E	11	
30389	YAL019W	chr1_1	Hom Dip	9	E	12	
30390	YAL018C	chr1_1	Hom Dip	9	F	1	
30391	YAL017W	chr1_1	Hom Dip	9	F	2	
30393	YAL015C	chr1_1	Hom Dip	9	F	3	
30394	YAL014C	chr1_1	Hom Dip	9	F	4	
30395	YAL013W	chr1_1	Hom Dip	9	F	5	
30397	YAL011W	chr1_1	Hom Dip	9	F	6	
30398	YAL010C	chr1_1	Hom Dip	9	F	7	Uncharacterized content
30399	YAL009W	chr1_1	Hom Dip	9	F	8	
30400	YAL008W	chr1_1	Hom Dip	9	F	9	
30401	YAL007C	chr1_1	Hom Dip	9	F	10	
30402	YAL004W	chr1_1	Hom Dip	9	F	11	
30403	YAL005C	chr1_1	Hom Dip	9	F	12	
30405	YAL002W	chr1_1	Hom Dip	9	G	1	
30407	YAR002W	chr1_1	Hom Dip	9	G	2	
30408	YAR003W	chr1_1	Hom Dip	9	G	3	
30413	YAR014C	chr1_1	Hom Dip	9	G	4	
30414	YAR015W	chr1_1	Hom Dip	9	G	5	
30415	YAR018C	chr1_1	Hom Dip	9	G	6	
30417	YAR020C	chr1_1	Hom Dip	9	G	7	
30418	YAR023C	chr1_1	Hom Dip	9	G	8	
30419	YAR027W	chr1_1	Hom Dip	9	G	9	
30420	YAR028W	chr1_1	Hom Dip	9	G	10	
30421	YAR029W	chr1_1	Hom Dip	9	G	11	
30422	YAR031W	chr1_1	Hom Dip	9	G	12	
30423	YAR030C	chr1_1	Hom Dip	9	H	1	
30425	YAR035W	chr1_1	Hom Dip	9	H	2	
30426	YAR037W	chr1_1	Hom Dip	9	H	3	
30427	YAR040C	chr1_1	Hom Dip	9	H	4	
30428	YAR042W	chr1_1	Hom Dip	9	H	5	
30429	YAR043C	chr1_1	Hom Dip	9	H	6	
30430	YAR044W	chr1_1	Hom Dip	9	H	7	
30431	YAR047C	chr1_1	Hom Dip	9	H	8	
31207	YJL218W	chr10_1	Hom Dip	9	H	9	
31208	YJL217W	chr10_1	Hom Dip	9	H	10	
31209	YJL216C	chr10_1	Hom Dip	9	H	11	
31210	YJL215C	chr10_1	Hom Dip	9	H	12	
31211	YJL214W	chr10_1	Hom Dip	10	A	1	
31213	YJL212C	chr10_1	Hom Dip	10	A	2	
31214	YJL210W	chr10_1	Hom Dip	10	A	3	
31215	YJL211C	chr10_1	Hom Dip	10	A	4	
31216	YJL209W	chr10_1	Hom Dip	10	A	5	Uncharacterized content
31217	YJL208C	chr10_1	Hom Dip	10	A	6	
31218	YJL207C	chr10_1	Hom Dip	10	A	7	
31220	YJL206C-A	chr10_1	Hom Dip	10	A	8	
31221	YJL204C	chr10_1	Hom Dip	10	A	9	
31224	YJL201W	chr10_1	Hom Dip	10	A	11	
31226	YJL199C	chr10_1	Hom Dip	10	A	12	
31227	YJL198W	chr10_1	Hom Dip	10	B	1	
31228	YJL197W	chr10_1	Hom Dip	10	B	2	
31232	YJL193W	chr10_1	Hom Dip	10	B	3	
31233	YJL192C	chr10_1	Hom Dip	10	B	4	
31235	YJL190C	chr10_1	Hom Dip	10	B	5	
31237	YJL188C	chr10_1	Hom Dip	10	B	6	Uncharacterized content
31238	YJL187C	chr10_1	Hom Dip	10	B	7	
31239	YJL186W	chr10_1	Hom Dip	10	B	8	
31240	YJL185C	chr10_1	Hom Dip	10	B	9	
31242	YJL183W	chr10_1	Hom Dip	10	B	10	
31243	YJL181W	chr10_1	Hom Dip	10	B	11	
31244	YJL182C	chr10_1	Hom Dip	10	B	12	
31245	YJL180C	chr10_1	Hom Dip	10	C	1	Uncharacterized content
31246	YJL179W	chr10_1	Hom Dip	10	C	2	
31247	YJL178C	chr10_1	Hom Dip	10	C	3	
31250	YJL176C	chr10_1	Hom Dip	10	C	4	
31254	YJL171C	chr10_1	Hom Dip	10	C	5	
31255	YJL170C	chr10_1	Hom Dip	10	C	6	
31256	YJL169W	chr10_1	Hom Dip	10	C	7	
31257	YJL168C	chr10_1	Hom Dip	10	C	8	
31259	YJL166W	chr10_1	Hom Dip	10	C	9	Uncharacterized content
31261	YJL164C	chr10_1	Hom Dip	10	C	10	
31263	YJL162C	chr10_1	Hom Dip	10	C	11	
31266	YJL159W	chr10_1	Hom Dip	10	C	12	
31267	YJL158C	chr10_1	Hom Dip	10	D	1	
31268	YJL157C	chr10_1	Hom Dip	10	D	2	
31270	YJL155C	chr10_1	Hom Dip	10	D	3	
31271	YJL154C	chr10_1	Hom Dip	10	D	4	
31272	YJL153C	chr10_1	Hom Dip	10	D	5	
31273	YJL152W	chr10_1	Hom Dip	10	D	6	
31275	YJL150W	chr10_1	Hom Dip	10	D	7	
31276	YJL149W	chr10_1	Hom Dip	10	D	8	
31277	YJL148W	chr10_1	Hom Dip	10	D	9	
31278	YJL147C	chr10_1	Hom Dip	10	D	10	
31279	YJL146W	chr10_1	Hom Dip	10	D	11	
31280	YJL145W	chr10_1	Hom Dip	10	D	12	
31281	YJL144W	chr10_1	Hom Dip	10	E	1	
31283	YJL142C	chr10_1	Hom Dip	10	E	2	
31287	YJL138C	chr10_1	Hom Dip	10	E	3	
31290	YJL135W	chr10_1	Hom Dip	10	E	4	
31291	YJL134W	chr10_1	Hom Dip	10	E	5	
31292	YJL133W	chr10_1	Hom Dip	10	E	6	
31293	YJL132W	chr10_1	Hom Dip	10	E	7	
31294	YJL131C	chr10_1	Hom Dip	10	E	8	
31295	YJL130C	chr10_1	Hom Dip	10	E	9	
31298	YJL127C	chr10_2	Hom Dip	10	E	10	
31299	YJL126W	chr10_2	Hom Dip	10	E	11	
31301	YJL124C	chr10_2	Hom Dip	10	E	12	
31302	YJL123C	chr10_2	Hom Dip	10	F	1	
31303	YJL122W	chr10_2	Hom Dip	10	F	2	
31304	YJL120W	chr10_2	Hom Dip	10	F	3	
31305	YJL121C	chr10_2	Hom Dip	10	F	4	
31306	YJL118W	chr10_2	Hom Dip	10	F	5	
31307	YJL119C	chr10_2	Hom Dip	10	F	6	
31308	YJL117W	chr10_2	Hom Dip	10	F	7	
31309	YJL116C	chr10_2	Hom Dip	10	F	8	
31310	YJL115W	chr10_2	Hom Dip	10	F	9	
31311	YJL112W	chr10_2	Hom Dip	10	F	10	
31313	YJL110C	chr10_2	Hom Dip	10	F	11	
31315	YJL108C	chr10_2	Hom Dip	10	F	12	
31316	YJL107C	chr10_2	Hom Dip	10	G	1	
31317	YJL106W	chr10_2	Hom Dip	10	G	2	
31321	YJL102W	chr10_2	Hom Dip	10	G	3	Uncharacterized content
31323	YJL100W	chr10_2	Hom Dip	10	G	4	
31324	YJL099W	chr10_2	Hom Dip	10	G	5	
31325	YJL098W	chr10_2	Hom Dip	10	G	6	
31327	YJL096W	chr10_2	Hom Dip	10	G	7	Uncharacterized content
31328	YJL095W	chr10_2	Hom Dip	10	G	8	
31330	YJL093C	chr10_2	Hom Dip	10	G	9	
31331	YJL092W	chr10_2	Hom Dip	10	G	10	
31334	YJL089W	chr10_2	Hom Dip	10	G	11	
31335	YJL088W	chr10_2	Hom Dip	10	G	12	
31339	YJL084C	chr10_2	Hom Dip	10	H	1	
31340	YJL083W	chr10_2	Hom Dip	10	H	2	
31341	YJL082W	chr10_2	Hom Dip	10	H	3	
31343	YJL080C	chr10_2	Hom Dip	10	H	4	
31344	YJL079C	chr10_2	Hom Dip	10	H	5	
31346	YJL077C	chr10_2	Hom Dip	10	H	6	
